Country,ISO_3,ISO_numeric,Region,Year,Population,Prevalence_100k_population,Prevalence_100k_population_low,Prevalence_100k_population_high,Prevalence,Prevalence_low,Prevalence_high,Prevalence_method,Mortality_100k_population,Mortality_100k_population_low,Mortality_100k_population_high,Deaths,Deaths_low,Deaths_high,HIV_mortality_100k_population,HIV_mortality_100k_population_low,HIV_mortality_100k_population_high,HIV_deaths,HIV_deaths_low,HIV_deaths_high,HIV_mortality_method,Incidence,Incidence_low,Incidence_high,Incidence_cases,Incidence_cases_low,Incidence_cases_high,Incidence_method,HIV_in_percent,HIV_in_percent_low,HIV_in_percent_high,HIV_incidence_100k_pupulation,HIV_incidence_100k_pupulation_low,HIV_incidence_100k_pupulation_high,HIV_incidence,HIV_incidence_low,HIV_incidence_high,Case_detection_rate,Case_detection_rate_low,Case_detection_rate_high
India,IND,356,SEA,1994,938452550,467.0,416.0,520.0,4400000.0,3900000.0,4900000.0,survey imputed,38.0,25.0,54.0,360000.0,240000.0,510000.0,0.71,0.59,0.83,6600.0,5600.0,7800.0,VR,216.0,204.0,230.0,2000000.0,1900000.0,2200000.0,Trends ARI,0.88,0.8,0.96,1.9,1.7,1.9,18000.0,16000.0,18000.0,55.0,52.0,58.0
India,IND,356,SEA,1995,955804355,465.0,414.0,519.0,4400000.0,4000000.0,5000000.0,survey imputed,38.0,25.0,54.0,370000.0,240000.0,520000.0,1.1,0.94,1.3,11000.0,9000.0,12000.0,VR,216.0,203.0,231.0,2100000.0,1900000.0,2200000.0,Trends ARI,1.3,1.2,1.4,2.8,2.5,2.9,27000.0,24000.0,27000.0,59.0,55.0,63.0
India,IND,356,SEA,1996,973147577,463.0,412.0,518.0,4500000.0,4000000.0,5000000.0,survey imputed,38.0,25.0,54.0,370000.0,250000.0,530000.0,1.7,1.4,1.9,16000.0,14000.0,19000.0,VR,217.0,204.0,230.0,2100000.0,2000000.0,2200000.0,Trends ARI,1.9,1.7,2.0,4.1,3.5,4.1,39000.0,34000.0,40000.0,61.0,58.0,65.0
India,IND,356,SEA,1997,990460131,459.0,407.0,515.0,4600000.0,4000000.0,5100000.0,survey imputed,39.0,25.0,54.0,380000.0,250000.0,540000.0,2.3,2.0,2.7,23000.0,20000.0,26000.0,VR,217.0,206.0,229.0,2100000.0,2000000.0,2300000.0,Trends ARI,2.5,2.2,2.9,5.5,4.8,6.2,55000.0,48000.0,61000.0,53.0,50.0,56.0
India,IND,356,SEA,1998,1007746556,454.0,401.0,511.0,4600000.0,4000000.0,5100000.0,survey imputed,39.0,25.0,54.0,390000.0,250000.0,550000.0,3.1,2.6,3.6,31000.0,26000.0,36000.0,VR,217.0,207.0,226.0,2200000.0,2100000.0,2300000.0,Trends ARI,3.3,2.9,3.7,7.1,6.3,8.0,72000.0,63000.0,81000.0,50.0,48.0,53.0
India,IND,356,SEA,1999,1025014711,447.0,393.0,505.0,4600000.0,4000000.0,5200000.0,survey imputed,39.0,25.0,55.0,400000.0,260000.0,560000.0,3.8,3.2,4.5,39000.0,33000.0,46000.0,VR,217.0,207.0,226.0,2200000.0,2100000.0,2300000.0,Trends ARI,4.1,3.6,4.6,8.8,7.7,9.9,90000.0,79000.0,100000.0,55.0,53.0,57.0
India,IND,356,SEA,2000,1042261758,438.0,382.0,498.0,4600000.0,4000000.0,5200000.0,survey imputed,39.0,25.0,55.0,400000.0,270000.0,570000.0,4.6,3.8,5.4,48000.0,40000.0,56000.0,VR,216.0,207.0,225.0,2300000.0,2200000.0,2300000.0,Trends ARI,4.8,4.2,5.5,10.0,9.1,12.0,110000.0,94000.0,120000.0,49.0,48.0,52.0
India,IND,356,SEA,2001,1059500888,427.0,369.0,490.0,4500000.0,3900000.0,5200000.0,survey imputed,39.0,25.0,55.0,410000.0,270000.0,580000.0,5.2,4.4,6.2,56000.0,47000.0,65000.0,VR,216.0,207.0,223.0,2300000.0,2200000.0,2400000.0,Trends ARI,5.5,4.8,6.2,12.0,10.0,13.0,130000.0,110000.0,140000.0,47.0,46.0,50.0
India,IND,356,SEA,2002,1076705723,414.0,353.0,480.0,4500000.0,3800000.0,5200000.0,survey imputed,39.0,25.0,55.0,410000.0,270000.0,590000.0,5.8,4.8,6.8,62000.0,52000.0,73000.0,VR,215.0,207.0,221.0,2300000.0,2200000.0,2400000.0,Trends ARI,6.0,5.3,6.8,13.0,11.0,15.0,140000.0,120000.0,160000.0,46.0,45.0,48.0
India,IND,356,SEA,2003,1093786762,399.0,336.0,468.0,4400000.0,3700000.0,5100000.0,survey imputed,38.0,25.0,54.0,420000.0,270000.0,590000.0,6.1,5.1,7.1,67000.0,56000.0,78000.0,VR,214.0,206.0,221.0,2300000.0,2300000.0,2400000.0,Trends ARI,6.4,5.6,7.3,14.0,12.0,16.0,150000.0,130000.0,170000.0,46.0,44.0,48.0
India,IND,356,SEA,2004,1110626108,383.0,316.0,456.0,4300000.0,3500000.0,5100000.0,survey imputed,37.0,24.0,53.0,410000.0,270000.0,590000.0,6.2,5.2,7.3,69000.0,58000.0,81000.0,VR,212.0,204.0,220.0,2400000.0,2300000.0,2400000.0,Trends ARI,6.7,5.7,7.7,14.0,12.0,16.0,160000.0,130000.0,180000.0,48.0,46.0,50.0
India,IND,356,SEA,2005,1127143548,365.0,295.0,443.0,4100000.0,3300000.0,5000000.0,survey imputed,36.0,26.0,47.0,400000.0,290000.0,530000.0,6.0,5.1,7.0,68000.0,58000.0,79000.0,VR,209.0,201.0,217.0,2400000.0,2300000.0,2400000.0,Trends ARI,6.7,5.8,7.7,14.0,12.0,16.0,160000.0,140000.0,180000.0,49.0,47.0,51.0
India,IND,356,SEA,2006,1143289350,347.0,273.0,429.0,4000000.0,3100000.0,4900000.0,survey imputed,34.0,23.0,49.0,390000.0,260000.0,560000.0,5.7,4.8,6.6,65000.0,55000.0,76000.0,VR,205.0,198.0,212.0,2300000.0,2300000.0,2400000.0,Trends ARI,6.7,5.8,7.6,14.0,12.0,16.0,160000.0,130000.0,180000.0,52.0,51.0,54.0
India,IND,356,SEA,2007,1159095250,328.0,251.0,415.0,3800000.0,2900000.0,4800000.0,survey imputed,33.0,22.0,46.0,380000.0,250000.0,530000.0,5.1,4.4,6.0,60000.0,51000.0,69000.0,VR,201.0,193.0,207.0,2300000.0,2200000.0,2400000.0,Trends ARI,6.5,5.7,7.4,13.0,11.0,15.0,150000.0,130000.0,170000.0,56.0,54.0,58.0
India,IND,356,SEA,2008,1174662334,308.0,228.0,401.0,3600000.0,2700000.0,4700000.0,survey imputed,31.0,20.0,44.0,360000.0,240000.0,510000.0,4.6,3.9,5.3,54000.0,46000.0,62000.0,VR,196.0,189.0,203.0,2300000.0,2200000.0,2400000.0,Trends ARI,6.3,5.5,7.2,12.0,11.0,14.0,150000.0,130000.0,160000.0,58.0,56.0,60.0
India,IND,356,SEA,2009,1190138069,289.0,204.0,388.0,3400000.0,2400000.0,4600000.0,survey imputed,29.0,19.0,41.0,340000.0,220000.0,480000.0,4.1,3.5,4.8,49000.0,42000.0,57000.0,VR,191.0,184.0,198.0,2300000.0,2200000.0,2400000.0,Trends ARI,6.2,5.4,7.1,12.0,10.0,13.0,140000.0,120000.0,160000.0,60.0,57.0,62.0
India,IND,356,SEA,2010,1205624648,269.0,181.0,374.0,3200000.0,2200000.0,4500000.0,pooled surveys,27.0,17.0,38.0,320000.0,210000.0,450000.0,3.7,3.2,4.3,45000.0,38000.0,52000.0,VR,185.0,178.0,194.0,2200000.0,2100000.0,2300000.0,Trends ARI,6.1,5.3,7.0,11.0,9.8,13.0,140000.0,120000.0,160000.0,60.0,57.0,63.0
India,IND,356,SEA,2011,1221156319,249.0,168.0,346.0,3000000.0,2100000.0,4200000.0,survey imputed,24.0,16.0,34.0,300000.0,190000.0,420000.0,3.4,2.9,4.0,42000.0,35000.0,48000.0,VR,180.0,173.0,189.0,2200000.0,2100000.0,2300000.0,Trends ARI,6.0,5.2,6.8,11.0,9.3,12.0,130000.0,110000.0,150000.0,60.0,57.0,63.0
India,IND,356,SEA,2012,1236686732,230.0,155.0,319.0,2800000.0,1900000.0,3900000.0,survey imputed,22.0,14.0,31.0,270000.0,170000.0,390000.0,3.1,2.6,3.7,39000.0,33000.0,45000.0,VR,176.0,167.0,186.0,2200000.0,2100000.0,2300000.0,Trends ARI,5.8,5.0,6.7,10.0,8.8,12.0,130000.0,110000.0,140000.0,59.0,56.0,63.0
India,IND,356,SEA,2013,1252139596,211.0,143.0,294.0,2600000.0,1800000.0,3700000.0,survey imputed,19.0,12.0,28.0,240000.0,150000.0,350000.0,3.0,2.5,3.5,38000.0,31000.0,44000.0,VR imputed,171.0,162.0,184.0,2100000.0,2000000.0,2300000.0,Trends ARI,5.7,4.8,6.6,9.7,8.3,11.0,120000.0,100000.0,140000.0,58.0,54.0,61.0
Indonesia,IDN,360,SEA,1990,178633239,443.0,211.0,760.0,790000.0,380000.0,1400000.0,predicted,70.0,47.0,89.0,120000.0,84000.0,160000.0,0.0,0.0,0.0,1.0,0.57,1.5,Indirect,206.0,177.0,249.0,370000.0,320000.0,440000.0,High income,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.74,1.1,20.0,17.0,24.0
Indonesia,IDN,360,SEA,1991,181786329,456.0,215.0,784.0,830000.0,390000.0,1400000.0,predicted,72.0,50.0,89.0,130000.0,91000.0,160000.0,0.0,0.0,0.0,2.0,1.5,2.6,Indirect,205.0,183.0,239.0,370000.0,330000.0,430000.0,High income,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.5,3.6,16.0,14.0,18.0
Indonesia,IDN,360,SEA,1992,184916848,467.0,217.0,812.0,860000.0,400000.0,1500000.0,predicted,75.0,52.0,89.0,140000.0,97000.0,160000.0,0.0,0.0,0.0,6.0,4.6,7.6,Indirect,205.0,184.0,232.0,380000.0,340000.0,430000.0,High income,0.0,0.0,0.0,0.0,0.0,0.01,8.7,7.0,10.0,26.0,23.0,29.0
Indonesia,IDN,360,SEA,1993,188019278,474.0,218.0,828.0,890000.0,410000.0,1600000.0,predicted,77.0,55.0,90.0,140000.0,100000.0,170000.0,0.01,0.01,0.01,14.0,11.0,18.0,Indirect,205.0,186.0,227.0,380000.0,350000.0,430000.0,High income,0.01,0.0,0.01,0.01,0.01,0.01,20.0,16.0,23.0,16.0,15.0,18.0
Indonesia,IDN,360,SEA,1994,191085673,480.0,218.0,844.0,920000.0,420000.0,1600000.0,predicted,79.0,57.0,91.0,150000.0,110000.0,170000.0,0.02,0.01,0.02,29.0,23.0,36.0,Indirect,204.0,183.0,228.0,390000.0,350000.0,440000.0,High income,0.01,0.01,0.01,0.02,0.02,0.03,41.0,31.0,49.0,13.0,11.0,14.0
Indonesia,IDN,360,SEA,1995,194112556,485.0,219.0,854.0,940000.0,420000.0,1700000.0,predicted,80.0,58.0,93.0,160000.0,110000.0,180000.0,0.03,0.02,0.04,55.0,42.0,70.0,Indirect,204.0,181.0,231.0,400000.0,350000.0,450000.0,High income,0.02,0.01,0.03,0.04,0.03,0.05,77.0,57.0,95.0,9.0,7.9,10.0
Indonesia,IDN,360,SEA,1996,197097887,487.0,220.0,857.0,960000.0,430000.0,1700000.0,predicted,80.0,60.0,92.0,160000.0,120000.0,180000.0,0.05,0.04,0.06,95.0,71.0,120.0,Indirect,204.0,182.0,228.0,400000.0,360000.0,450000.0,High income,0.03,0.03,0.04,0.07,0.05,0.08,130.0,97.0,160.0,6.1,5.5,6.9
Indonesia,IDN,360,SEA,1997,200050444,485.0,220.0,853.0,970000.0,440000.0,1700000.0,predicted,80.0,60.0,91.0,160000.0,120000.0,180000.0,0.08,0.06,0.1,160.0,120.0,200.0,Indirect,205.0,185.0,227.0,410000.0,370000.0,450000.0,High income,0.05,0.04,0.07,0.11,0.08,0.14,220.0,160.0,270.0,5.4,4.9,6.0
Indonesia,IDN,360,SEA,1998,202990922,482.0,221.0,843.0,980000.0,450000.0,1700000.0,predicted,78.0,58.0,92.0,160000.0,120000.0,190000.0,0.12,0.09,0.16,250.0,190.0,320.0,Indirect,205.0,187.0,220.0,420000.0,380000.0,450000.0,High income,0.09,0.07,0.11,0.18,0.13,0.21,360.0,260.0,420.0,9.7,9.1,11.0
Indonesia,IDN,360,SEA,1999,205946831,469.0,217.0,815.0,970000.0,450000.0,1700000.0,predicted,75.0,55.0,90.0,150000.0,110000.0,190000.0,0.18,0.13,0.24,380.0,270.0,490.0,Indirect,205.0,186.0,222.0,420000.0,380000.0,460000.0,High income,0.13,0.1,0.17,0.27,0.19,0.32,560.0,400.0,660.0,16.0,15.0,18.0
Indonesia,IDN,360,SEA,2000,208938698,452.0,216.0,773.0,940000.0,450000.0,1600000.0,predicted,71.0,52.0,85.0,150000.0,110000.0,180000.0,0.26,0.19,0.35,550.0,400.0,720.0,Indirect,204.0,186.0,220.0,430000.0,390000.0,460000.0,High income,0.2,0.15,0.26,0.41,0.29,0.5,860.0,610.0,1000.0,20.0,18.0,22.0
Indonesia,IDN,360,SEA,2001,211970371,433.0,212.0,732.0,920000.0,450000.0,1600000.0,predicted,66.0,48.0,79.0,140000.0,100000.0,170000.0,0.36,0.26,0.48,770.0,560.0,1000.0,Indirect,204.0,186.0,217.0,430000.0,390000.0,460000.0,High income,0.3,0.23,0.38,0.61,0.43,0.73,1300.0,910.0,1500.0,21.0,20.0,24.0
Indonesia,IDN,360,SEA,2002,215038285,412.0,208.0,685.0,890000.0,450000.0,1500000.0,predicted,60.0,43.0,73.0,130000.0,93000.0,160000.0,0.48,0.35,0.64,1000.0,750.0,1400.0,Indirect,203.0,187.0,215.0,440000.0,400000.0,460000.0,High income,0.43,0.33,0.54,0.87,0.61,1.0,1900.0,1300.0,2200.0,36.0,34.0,39.0
Indonesia,IDN,360,SEA,2003,218145617,389.0,200.0,638.0,850000.0,440000.0,1400000.0,predicted,54.0,38.0,66.0,120000.0,83000.0,140000.0,0.6,0.43,0.81,1300.0,930.0,1800.0,Indirect,202.0,188.0,215.0,440000.0,410000.0,470000.0,High income,0.6,0.45,0.76,1.2,0.84,1.4,2600.0,1800.0,3200.0,40.0,37.0,42.0
Indonesia,IDN,360,SEA,2004,221293797,366.0,190.0,597.0,810000.0,420000.0,1300000.0,predicted,48.0,33.0,58.0,110000.0,74000.0,130000.0,0.72,0.49,0.98,1600.0,1100.0,2200.0,Indirect,201.0,187.0,217.0,440000.0,410000.0,480000.0,High income,0.79,0.58,1.0,1.6,1.1,2.0,3500.0,2400.0,4400.0,47.0,44.0,51.0
Indonesia,IDN,360,SEA,2005,224480901,348.0,183.0,565.0,780000.0,410000.0,1300000.0,predicted,43.0,29.0,53.0,97000.0,65000.0,120000.0,0.82,0.55,1.2,1800.0,1200.0,2600.0,Indirect,199.0,185.0,215.0,450000.0,410000.0,480000.0,High income,1.0,0.73,1.3,2.0,1.3,2.5,4500.0,3000.0,5700.0,57.0,53.0,61.0
Indonesia,IDN,360,SEA,2006,227709821,331.0,175.0,536.0,750000.0,400000.0,1200000.0,predicted,39.0,26.0,49.0,88000.0,58000.0,110000.0,0.94,0.61,1.3,2100.0,1400.0,3100.0,Indirect,197.0,184.0,210.0,450000.0,420000.0,480000.0,High income,1.3,0.93,1.7,2.5,1.7,3.1,5700.0,3800.0,7100.0,62.0,58.0,66.0
Indonesia,IDN,360,SEA,2007,230972808,316.0,166.0,512.0,730000.0,380000.0,1200000.0,predicted,35.0,24.0,46.0,81000.0,54000.0,110000.0,1.1,0.66,1.5,2400.0,1500.0,3600.0,Indirect,195.0,182.0,207.0,450000.0,420000.0,480000.0,High income,1.6,1.1,2.1,3.1,2.0,3.8,7000.0,4500.0,8800.0,61.0,57.0,65.0
Indonesia,IDN,360,SEA,2008,234243489,302.0,158.0,493.0,710000.0,370000.0,1200000.0,predicted,32.0,22.0,43.0,76000.0,51000.0,100000.0,1.2,0.72,1.7,2700.0,1700.0,4000.0,Indirect,193.0,181.0,206.0,450000.0,420000.0,480000.0,High income,1.9,1.3,2.5,3.6,2.3,4.5,8400.0,5300.0,10000.0,66.0,62.0,70.0
Indonesia,IDN,360,SEA,2009,237486894,291.0,150.0,478.0,690000.0,360000.0,1100000.0,predicted,30.0,20.0,42.0,72000.0,48000.0,99000.0,1.3,0.76,1.9,3000.0,1800.0,4500.0,Indirect,191.0,179.0,204.0,450000.0,420000.0,490000.0,High income,2.1,1.5,2.9,4.1,2.5,5.1,9700.0,6100.0,12000.0,65.0,60.0,69.0
Indonesia,IDN,360,SEA,2010,240676485,283.0,144.0,468.0,680000.0,350000.0,1100000.0,predicted,29.0,19.0,40.0,69000.0,46000.0,96000.0,1.4,0.79,2.1,3300.0,1900.0,5000.0,Indirect,189.0,175.0,204.0,450000.0,420000.0,490000.0,High income,2.4,1.7,3.3,4.6,2.8,5.8,11000.0,6700.0,14000.0,66.0,61.0,72.0
Indonesia,IDN,360,SEA,2011,243801639,277.0,141.0,458.0,670000.0,340000.0,1100000.0,predicted,27.0,18.0,38.0,67000.0,43000.0,94000.0,1.5,0.83,2.3,3500.0,2000.0,5500.0,Indirect,187.0,172.0,203.0,460000.0,420000.0,490000.0,High income,2.7,1.9,3.7,5.1,3.1,6.5,12000.0,7500.0,16000.0,70.0,65.0,76.0
Indonesia,IDN,360,SEA,2012,246864191,274.0,139.0,454.0,680000.0,340000.0,1100000.0,predicted,26.0,16.0,38.0,65000.0,40000.0,93000.0,1.5,0.88,2.4,3800.0,2200.0,5900.0,Indirect,185.0,167.0,205.0,460000.0,410000.0,510000.0,High income,3.0,2.0,4.1,5.5,3.4,7.2,14000.0,8300.0,18000.0,72.0,65.0,80.0
Indonesia,IDN,360,SEA,2013,249865631,272.0,138.0,450.0,680000.0,340000.0,1100000.0,predicted,25.0,14.0,37.0,64000.0,36000.0,93000.0,1.6,0.87,2.5,3900.0,2200.0,6200.0,Indirect,183.0,164.0,207.0,460000.0,410000.0,520000.0,High income,3.2,2.1,4.5,5.8,3.5,7.8,15000.0,8700.0,20000.0,71.0,63.0,80.0
Iran (Islamic Republic of),IRN,364,EMR,1990,56361868,50.0,25.0,82.0,28000.0,14000.0,46000.0,predicted,5.0,3.1,7.7,2800.0,1800.0,4400.0,0.01,0.0,0.01,3.0,1.4,5.3,Indirect,32.0,28.0,40.0,18000.0,16000.0,22000.0,High income,0.06,0.04,0.08,0.02,0.01,0.02,10.0,5.4,13.0,51.0,41.0,58.0
Iran (Islamic Republic of),IRN,364,EMR,1991,57472293,51.0,26.0,85.0,30000.0,15000.0,49000.0,predicted,5.1,3.2,7.1,2900.0,1800.0,4100.0,0.01,0.0,0.01,4.0,2.7,5.6,Indirect,34.0,30.0,39.0,19000.0,17000.0,22000.0,High income,0.07,0.05,0.09,0.02,0.01,0.03,13.0,6.8,15.0,74.0,63.0,83.0
Iran (Islamic Republic of),IRN,364,EMR,1992,58307457,53.0,27.0,88.0,31000.0,16000.0,51000.0,predicted,5.1,3.2,6.6,3000.0,1900.0,3900.0,0.01,0.01,0.01,5.0,3.2,7.1,Indirect,35.0,31.0,39.0,20000.0,18000.0,23000.0,High income,0.08,0.06,0.11,0.03,0.01,0.03,16.0,8.3,18.0,70.0,62.0,79.0
Iran (Islamic Republic of),IRN,364,EMR,1993,58982430,54.0,28.0,90.0,32000.0,16000.0,53000.0,predicted,5.2,3.2,6.5,3100.0,1900.0,3800.0,0.01,0.01,0.01,6.0,4.2,8.1,Indirect,35.0,31.0,39.0,21000.0,19000.0,23000.0,High income,0.09,0.07,0.12,0.03,0.02,0.04,19.0,9.7,21.0,99.0,89.0,110.0
Iran (Islamic Republic of),IRN,364,EMR,1994,59663107,55.0,28.0,91.0,33000.0,17000.0,54000.0,predicted,5.2,3.2,6.9,3100.0,1900.0,4100.0,0.01,0.01,0.01,6.0,3.8,8.7,Indirect,35.0,31.0,40.0,21000.0,18000.0,24000.0,High income,0.1,0.07,0.14,0.04,0.02,0.04,22.0,11.0,25.0,62.0,55.0,71.0
Iran (Islamic Republic of),IRN,364,EMR,1995,60468352,54.0,27.0,89.0,32000.0,16000.0,54000.0,predicted,5.1,3.3,7.0,3100.0,2000.0,4200.0,0.01,0.01,0.02,7.0,4.0,11.0,Indirect,35.0,30.0,40.0,21000.0,18000.0,24000.0,High income,0.12,0.08,0.16,0.04,0.02,0.05,25.0,13.0,29.0,76.0,66.0,88.0
Iran (Islamic Republic of),IRN,364,EMR,1996,61440887,52.0,26.0,86.0,32000.0,16000.0,53000.0,predicted,4.9,3.3,6.6,3000.0,2000.0,4100.0,0.01,0.01,0.02,8.0,4.9,12.0,Indirect,34.0,29.0,38.0,21000.0,18000.0,24000.0,High income,0.13,0.09,0.18,0.04,0.02,0.05,28.0,15.0,32.0,69.0,60.0,80.0
Iran (Islamic Republic of),IRN,364,EMR,1997,62542531,49.0,25.0,81.0,31000.0,16000.0,51000.0,predicted,4.7,3.3,6.0,2900.0,2000.0,3700.0,0.01,0.01,0.02,9.0,5.5,13.0,Indirect,32.0,28.0,36.0,20000.0,17000.0,23000.0,High income,0.16,0.11,0.21,0.05,0.03,0.06,31.0,17.0,36.0,64.0,56.0,73.0
Iran (Islamic Republic of),IRN,364,EMR,1998,63713397,46.0,23.0,76.0,29000.0,15000.0,48000.0,predicted,4.4,3.0,5.6,2800.0,1900.0,3600.0,0.02,0.01,0.02,10.0,6.5,14.0,Indirect,30.0,26.0,33.0,19000.0,17000.0,21000.0,High income,0.19,0.14,0.25,0.06,0.03,0.06,35.0,19.0,39.0,63.0,56.0,70.0
Iran (Islamic Republic of),IRN,364,EMR,1999,64858754,42.0,21.0,70.0,27000.0,14000.0,45000.0,predicted,4.1,2.8,5.5,2600.0,1800.0,3600.0,0.02,0.01,0.03,12.0,7.6,17.0,Indirect,27.0,24.0,31.0,18000.0,16000.0,20000.0,High income,0.23,0.17,0.31,0.06,0.03,0.07,41.0,23.0,47.0,68.0,61.0,76.0
Iran (Islamic Republic of),IRN,364,EMR,2000,65911052,39.0,20.0,64.0,26000.0,13000.0,42000.0,predicted,3.8,2.6,5.2,2500.0,1700.0,3400.0,0.02,0.01,0.03,14.0,9.1,20.0,Indirect,26.0,23.0,29.0,17000.0,15000.0,19000.0,High income,0.29,0.21,0.39,0.07,0.04,0.08,49.0,27.0,55.0,70.0,63.0,79.0
Iran (Islamic Republic of),IRN,364,EMR,2001,66857624,36.0,18.0,60.0,24000.0,12000.0,40000.0,predicted,3.6,2.4,4.9,2400.0,1600.0,3300.0,0.03,0.02,0.04,17.0,11.0,25.0,Indirect,24.0,21.0,27.0,16000.0,14000.0,18000.0,High income,0.36,0.27,0.48,0.09,0.05,0.1,58.0,33.0,65.0,73.0,66.0,83.0
Iran (Islamic Republic of),IRN,364,EMR,2002,67727274,34.0,17.0,57.0,23000.0,12000.0,39000.0,predicted,3.5,2.3,4.6,2400.0,1600.0,3100.0,0.03,0.02,0.04,21.0,14.0,30.0,Indirect,23.0,20.0,25.0,15000.0,14000.0,17000.0,High income,0.46,0.34,0.6,0.1,0.06,0.11,71.0,39.0,78.0,74.0,68.0,83.0
Iran (Islamic Republic of),IRN,364,EMR,2003,68543171,33.0,17.0,55.0,23000.0,11000.0,37000.0,predicted,3.4,2.2,4.4,2300.0,1500.0,3000.0,0.04,0.02,0.05,25.0,17.0,35.0,Indirect,22.0,20.0,24.0,15000.0,13000.0,16000.0,High income,0.57,0.42,0.75,0.12,0.07,0.14,85.0,46.0,93.0,73.0,67.0,81.0
Iran (Islamic Republic of),IRN,364,EMR,2004,69342126,32.0,16.0,53.0,22000.0,11000.0,37000.0,predicted,3.3,2.1,4.2,2300.0,1400.0,2900.0,0.04,0.03,0.06,30.0,20.0,42.0,Indirect,21.0,19.0,24.0,15000.0,13000.0,16000.0,High income,0.69,0.5,0.92,0.14,0.08,0.16,100.0,53.0,110.0,70.0,62.0,78.0
Iran (Islamic Republic of),IRN,364,EMR,2005,70152384,31.0,16.0,51.0,22000.0,11000.0,36000.0,predicted,3.2,1.9,4.1,2200.0,1400.0,2800.0,0.05,0.03,0.07,36.0,24.0,50.0,Indirect,20.0,18.0,23.0,14000.0,13000.0,16000.0,High income,0.82,0.59,1.1,0.17,0.09,0.18,120.0,61.0,130.0,64.0,57.0,72.0
Iran (Islamic Republic of),IRN,364,EMR,2006,70976584,30.0,16.0,50.0,22000.0,11000.0,36000.0,predicted,3.1,1.9,4.0,2200.0,1400.0,2800.0,0.06,0.04,0.08,41.0,28.0,56.0,Indirect,20.0,18.0,22.0,14000.0,13000.0,16000.0,High income,0.95,0.67,1.3,0.19,0.1,0.21,130.0,68.0,150.0,66.0,60.0,74.0
Iran (Islamic Republic of),IRN,364,EMR,2007,71809219,30.0,15.0,50.0,22000.0,11000.0,36000.0,predicted,3.0,2.0,4.0,2200.0,1400.0,2900.0,0.06,0.04,0.09,45.0,30.0,63.0,Indirect,20.0,18.0,22.0,14000.0,13000.0,16000.0,High income,1.1,0.77,1.4,0.21,0.11,0.23,150.0,76.0,160.0,66.0,60.0,74.0
Iran (Islamic Republic of),IRN,364,EMR,2008,72660887,30.0,15.0,49.0,22000.0,11000.0,36000.0,predicted,2.9,2.0,4.1,2100.0,1400.0,3000.0,0.07,0.04,0.1,49.0,31.0,72.0,Indirect,19.0,18.0,22.0,14000.0,13000.0,16000.0,High income,1.2,0.84,1.6,0.23,0.11,0.25,170.0,82.0,180.0,67.0,60.0,74.0
Iran (Islamic Republic of),IRN,364,EMR,2009,73542954,30.0,15.0,49.0,22000.0,11000.0,36000.0,predicted,2.9,2.0,4.2,2200.0,1500.0,3100.0,0.07,0.04,0.11,54.0,33.0,81.0,Indirect,20.0,18.0,22.0,14000.0,13000.0,16000.0,High income,1.3,0.89,1.8,0.25,0.12,0.29,190.0,86.0,210.0,70.0,62.0,78.0
Iran (Islamic Republic of),IRN,364,EMR,2010,74462314,30.0,15.0,50.0,22000.0,11000.0,37000.0,predicted,2.9,2.0,4.2,2200.0,1500.0,3200.0,0.08,0.05,0.12,60.0,36.0,90.0,Indirect,20.0,17.0,22.0,15000.0,13000.0,17000.0,High income,1.4,0.94,2.0,0.28,0.12,0.32,210.0,92.0,240.0,71.0,62.0,80.0
Iran (Islamic Republic of),IRN,364,EMR,2011,75424285,31.0,16.0,51.0,23000.0,12000.0,38000.0,predicted,3.0,2.0,4.3,2300.0,1500.0,3200.0,0.09,0.05,0.13,67.0,41.0,99.0,Indirect,20.0,18.0,23.0,15000.0,13000.0,17000.0,High income,1.5,0.98,2.1,0.3,0.13,0.34,220.0,100.0,260.0,72.0,63.0,83.0
Iran (Islamic Republic of),IRN,364,EMR,2012,76424443,31.0,16.0,52.0,24000.0,12000.0,40000.0,predicted,3.1,1.9,4.3,2400.0,1500.0,3300.0,0.09,0.06,0.14,72.0,44.0,110.0,Indirect,21.0,17.0,24.0,16000.0,13000.0,18000.0,High income,1.6,0.99,2.2,0.32,0.14,0.38,240.0,110.0,290.0,70.0,60.0,84.0
Iran (Islamic Republic of),IRN,364,EMR,2013,77447168,32.0,16.0,53.0,24000.0,12000.0,41000.0,predicted,3.2,1.8,4.5,2500.0,1400.0,3500.0,0.1,0.06,0.16,78.0,45.0,120.0,Indirect,21.0,17.0,25.0,16000.0,13000.0,20000.0,High income,1.6,0.99,2.4,0.34,0.14,0.41,260.0,110.0,320.0,68.0,56.0,83.0
Iraq,IRQ,368,EMR,1990,17517521,68.0,27.0,128.0,12000.0,4800.0,22000.0,predicted,5.7,1.9,11.0,990.0,340.0,2000.0,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,VR imputed,54.0,47.0,62.0,9500.0,8300.0,11000.0,Capture-recapture,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,160.0,140.0,180.0
